title,description,category
Kucing hilang dicari pemilik perempatan,Informasi umum: administrasi. Lokasi RT 01 RW 02 Kel. Flamboyan. Mohon tindak lanjut.,OTHER
Balap liar samping pos ronda,Kejadian keributan terjadi hampir tiap hari pada siang di RT 02 RW 03 Kel. Anyelir. Kondisi menghambat akses darurat.,SECURITY
Bau comberan balai warga,"Setelah hujan 2 hari, pohon besar mengalami masalah. Terjadi hambatan aliran dan membahayakan pejalan kaki.",ENVIRONMENT
Permohonan surat pengantar balai warga,Informasi umum: hewan liar masuk rumah. Lokasi RT 09 RW 04 Kel. Mawar. Mohon tindak lanjut.,OTHER
Panel PJU terbuka jembatan kecil,"PJU di Jl. Anggrek 4 padam sejak 1 hari, terutama pada siang. Menyebabkan area gelap dan menyebabkan bau menyengat. Mohon perbaikan.",LIGHTING
Trotoar rusak perempatan,RT 01 RW 03 Jl. Anggrek 4 di Kel. Teratai mengalami kerusakan sedang selama 3 hari. Lubang berdiameter 170 cm rawan kecelakaan.,INFRASTRUCTURE
Lampu jalan mati pasar,"PJU di Jl. Melati 1 padam sejak 7 hari, terutama pada pagi. Menyebabkan area gelap dan mengganggu aktivitas warga. Mohon perbaikan.",LIGHTING
Bahu jalan longsor lapangan komplek,RT 08 RW 04 Jl. Anggrek 3 di Kel. Mawar mengalami kerusakan ringan selama 5 hari. Lubang berdiameter 90 cm mengakibatkan area gelap.,INFRASTRUCTURE
Permohonan surat pengantar perempatan,Informasi umum: hewan liar masuk rumah. Lokasi RT 04 RW 01 Kel. Flamboyan. Mohon tindak lanjut.,OTHER
Air PDAM sering mati taman,Pasokan listrik bermasalah hampir tiap hari sejak 14 hari di Jl. Melati 4. Dampak: rawan kecelakaan. Mohon pengecekan meter/pompa.,UTILITIES
Kucing hilang dicari pemilik dekat sekolah,Informasi umum: administrasi. Lokasi RT 09 RW 05 Kel. Teratai. Mohon tindak lanjut.,OTHER
Abu pembakaran sampah mengganggu dekat sekolah,Tumpukan sampah rumah tangga setiap hari tidak diangkut sejak 5 hari. Area RT 04 RW 05 menjadi kotor dan mengundang nyamuk.,CLEANLINESS
Saran pemasangan speed bump samping pos ronda,Mohon dipertimbangkan program taman baca di RT 03 RW 04 Kel. Teratai untuk mencegah membuat jalan licin.,SUGGESTION
Usulan bank sampah jembatan kecil,Mohon dipertimbangkan program bank sampah di RT 04 RW 04 Kel. Teratai untuk mencegah mengundang nyamuk.,SUGGESTION
Program taman baca depan masjid,Mohon dipertimbangkan program one gate system di RT 09 RW 02 Kel. Teratai untuk mencegah membuat jalan licin.,SUGGESTION
Kebocoran pipa air depan masjid,Pasokan listrik bermasalah tiap akhir pekan sejak 5 hari di Jl. Melati 7. Dampak: membahayakan pejalan kaki. Mohon pengecekan meter/pompa.,UTILITIES
Pencurian motor dekat sekolah,Kejadian aksi mencurigakan terjadi seminggu sekali pada pagi di RT 06 RW 05 Kel. Mawar. Kondisi membuat jalan licin.,SECURITY
Orang asing mencurigakan pasar,Kejadian pencurian terjadi setiap hari pada sore di RT 08 RW 01 Kel. Mawar. Kondisi mengundang nyamuk.,SECURITY
Bau menyengat dari tumpukan sampah gang utama,Tumpukan daun kering seminggu sekali tidak diangkut sejak 1 hari. Area RT 01 RW 02 menjadi kotor dan mengganggu aktivitas warga.,CLEANLINESS
Bau menyengat dari tumpukan sampah jembatan kecil,Tumpukan plastik tiap akhir pekan tidak diangkut sejak 14 hari. Area RT 06 RW 01 menjadi kotor dan mengakibatkan area gelap.,CLEANLINESS
Usulan bank sampah pasar,Mohon dipertimbangkan program rak sepeda di RT 04 RW 04 Kel. Flamboyan untuk mencegah membuat jalan licin.,SUGGESTION
Sampah menumpuk jembatan kecil,Tumpukan daun kering hampir tiap hari tidak diangkut sejak 1 hari. Area RT 05 RW 05 menjadi kotor dan mengakibatkan area gelap.,CLEANLINESS
Sampah menumpuk samping pos ronda,Tumpukan ranting seminggu sekali tidak diangkut sejak 6 hari. Area RT 08 RW 02 menjadi kotor dan mengundang nyamuk.,CLEANLINESS
Air PDAM sering mati dekat sekolah,Pasokan listrik bermasalah setiap hari sejak 3 hari di Jl. Anggrek 1. Dampak: menghambat akses darurat. Mohon pengecekan meter/pompa.,UTILITIES
Bahu jalan longsor lapangan komplek,RT 07 RW 05 Jl. Kenanga 5 di Kel. Mawar mengalami kerusakan sedang selama 1 hari. Lubang berdiameter 100 cm mengundang nyamuk.,INFRASTRUCTURE
Penambahan CCTV pasar,Mohon dipertimbangkan program kerja bakti bulanan di RT 04 RW 03 Kel. Mawar untuk mencegah membahayakan pejalan kaki.,SUGGESTION
Orang asing mencurigakan lapangan komplek,Kejadian balap liar terjadi seminggu sekali pada malam di RT 03 RW 02 Kel. Cempaka. Kondisi membahayakan pejalan kaki.,SECURITY
Bau menyengat dari tumpukan sampah gang utama,Tumpukan sampah rumah tangga hampir tiap hari tidak diangkut sejak 14 hari. Area RT 07 RW 05 menjadi kotor dan mengganggu aktivitas warga.,CLEANLINESS
Limbah rumah tangga ke parit gang utama,"Setelah hujan 10 hari, kali mengalami masalah. Terjadi longsor kecil dan rawan kecelakaan.",ENVIRONMENT
Saran pemasangan speed bump jembatan kecil,Mohon dipertimbangkan program kerja bakti bulanan di RT 09 RW 02 Kel. Flamboyan untuk mencegah menyebabkan bau menyengat.,SUGGESTION
Bahu jalan longsor dekat sekolah,RT 05 RW 04 Jl. Kenanga 1 di Kel. Teratai mengalami kerusakan parah selama 7 hari. Lubang berdiameter 120 cm rawan kecelakaan.,INFRASTRUCTURE
Bahu jalan longsor taman,RT 01 RW 05 Jl. Anggrek 3 di Kel. Teratai mengalami kerusakan ringan selama 4 hari. Lubang berdiameter 180 cm menghambat akses darurat.,INFRASTRUCTURE
Air PDAM sering mati taman,Pasokan listrik bermasalah setiap hari sejak 7 hari di Jl. Kenanga 2. Dampak: mengganggu aktivitas warga. Mohon pengecekan meter/pompa.,UTILITIES
Trotoar rusak gang utama,RT 02 RW 02 Jl. Kenanga 5 di Kel. Cempaka mengalami kerusakan ringan selama 10 hari. Lubang berdiameter 190 cm menyebabkan bau menyengat.,INFRASTRUCTURE
Orang asing mencurigakan samping pos ronda,Kejadian pencurian terjadi seminggu sekali pada malam di RT 08 RW 02 Kel. Flamboyan. Kondisi mengganggu aktivitas warga.,SECURITY
Eceng gondok menutup kali lapangan komplek,"Setelah hujan 14 hari, pohon besar mengalami masalah. Terjadi longsor kecil dan rawan kecelakaan.",ENVIRONMENT
Panel PJU terbuka samping pos ronda,"PJU di Jl. Kenanga 4 padam sejak 2 hari, terutama pada siang. Menyebabkan area gelap dan menghambat akses darurat. Mohon perbaikan.",LIGHTING
Lampu jalan mati jembatan kecil,"PJU di Jl. Melati 7 padam sejak 6 hari, terutama pada siang. Menyebabkan area gelap dan mengundang nyamuk. Mohon perbaikan.",LIGHTING
Pencurian motor taman,Kejadian penjambretan terjadi tiap akhir pekan pada malam di RT 08 RW 03 Kel. Flamboyan. Kondisi mengundang nyamuk.,SECURITY
Pencurian motor samping pos ronda,Kejadian pencurian terjadi seminggu sekali pada sore di RT 09 RW 04 Kel. Anyelir. Kondisi menyebabkan banjir kecil.,SECURITY
Pohon tumbang/miring dekat sekolah,"Setelah hujan 6 hari, saluran mengalami masalah. Terjadi longsor kecil dan mengganggu aktivitas warga.",ENVIRONMENT
Saran pemasangan speed bump jembatan kecil,Mohon dipertimbangkan program pelatihan APAR di RT 03 RW 01 Kel. Mawar untuk mencegah membahayakan pejalan kaki.,SUGGESTION
Marka jalan pudar dekat sekolah,RT 01 RW 03 Jl. Kenanga 1 di Kel. Flamboyan mengalami kerusakan ringan selama 2 hari. Lubang berdiameter 190 cm membahayakan pejalan kaki.,INFRASTRUCTURE
Kerja bakti rutin samping pos ronda,Mohon dipertimbangkan program one gate system di RT 02 RW 04 Kel. Mawar untuk mencegah mengganggu aktivitas warga.,SUGGESTION
Limbah rumah tangga ke parit perempatan,"Setelah hujan 4 hari, pohon besar mengalami masalah. Terjadi longsor kecil dan mengakibatkan area gelap.",ENVIRONMENT
Marka jalan pudar lapangan komplek,RT 06 RW 01 Jl. Melati 6 di Kel. Flamboyan mengalami kerusakan ringan selama 10 hari. Lubang berdiameter 100 cm mengundang nyamuk.,INFRASTRUCTURE
Marka jalan pudar lapangan komplek,RT 05 RW 01 Jl. Melati 6 di Kel. Flamboyan mengalami kerusakan ringan selama 14 hari. Lubang berdiameter 40 cm mengganggu aktivitas warga.,INFRASTRUCTURE
Kebocoran pipa air depan masjid,Pasokan air bermasalah seminggu sekali sejak 3 hari di Jl. Anggrek 5. Dampak: membuat jalan licin. Mohon pengecekan meter/pompa.,UTILITIES
Bahu jalan longsor jembatan kecil,RT 05 RW 01 Jl. Kenanga 1 di Kel. Mawar mengalami kerusakan parah selama 7 hari. Lubang berdiameter 90 cm mengundang nyamuk.,INFRASTRUCTURE
Panel PJU terbuka perempatan,"PJU di Jl. Anggrek 2 padam sejak 7 hari, terutama pada malam. Menyebabkan area gelap dan membuat jalan licin. Mohon perbaikan.",LIGHTING
Banjir genangan dekat sekolah,"Setelah hujan 6 hari, saluran mengalami masalah. Terjadi longsor kecil dan menyebabkan bau menyengat.",ENVIRONMENT
Keributan warga mabuk jembatan kecil,Kejadian aksi mencurigakan terjadi hampir tiap hari pada siang di RT 02 RW 03 Kel. Teratai. Kondisi menghambat akses darurat.,SECURITY
Temuan dompet dekat sekolah,Informasi umum: barang hilang/temuan. Lokasi RT 05 RW 03 Kel. Teratai. Mohon tindak lanjut.,OTHER
Banjir genangan perempatan,"Setelah hujan 1 hari, pohon besar mengalami masalah. Terjadi longsor kecil dan membahayakan pejalan kaki.",ENVIRONMENT
Kap lampu pecah taman,"PJU di Jl. Melati 1 padam sejak 1 hari, terutama pada malam. Menyebabkan area gelap dan mengganggu aktivitas warga. Mohon perbaikan.",LIGHTING
Orang asing mencurigakan pasar,Kejadian pencurian terjadi setiap hari pada siang di RT 08 RW 04 Kel. Teratai. Kondisi menyebabkan bau menyengat.,SECURITY
Kebocoran pipa air dekat sekolah,Pasokan listrik bermasalah tiap akhir pekan sejak 2 hari di Jl. Melati 4. Dampak: mengganggu aktivitas warga. Mohon pengecekan meter/pompa.,UTILITIES
Keributan warga mabuk dekat sekolah,Kejadian keributan terjadi tiap akhir pekan pada sore di RT 04 RW 03 Kel. Mawar. Kondisi menyebabkan banjir kecil.,SECURITY
Tekanan air sangat kecil gang utama,Pasokan listrik bermasalah hampir tiap hari sejak 6 hari di Jl. Melati 6. Dampak: rawan kecelakaan. Mohon pengecekan meter/pompa.,UTILITIES
Kucing hilang dicari pemilik pasar,Informasi umum: administrasi. Lokasi RT 04 RW 04 Kel. Anyelir. Mohon tindak lanjut.,OTHER
Bau comberan balai warga,"Setelah hujan 7 hari, tanah tebing mengalami masalah. Terjadi genangan dan mengundang nyamuk.",ENVIRONMENT
Tempat sampah terpilah dekat sekolah,Mohon dipertimbangkan program pelatihan APAR di RT 03 RW 04 Kel. Teratai untuk mencegah mengakibatkan area gelap.,SUGGESTION
Bau comberan taman,"Setelah hujan 4 hari, pohon besar mengalami masalah. Terjadi genangan dan rawan kecelakaan.",ENVIRONMENT
Lampu jalan mati perempatan,"PJU di Jl. Melati 3 padam sejak 5 hari, terutama pada malam. Menyebabkan area gelap dan menyebabkan banjir kecil. Mohon perbaikan.",LIGHTING
Usulan bank sampah samping pos ronda,Mohon dipertimbangkan program bank sampah di RT 03 RW 04 Kel. Mawar untuk mencegah mengakibatkan area gelap.,SUGGESTION
Bau comberan balai warga,"Setelah hujan 3 hari, saluran mengalami masalah. Terjadi genangan dan mengakibatkan area gelap.",ENVIRONMENT
Saran pemasangan speed bump depan masjid,Mohon dipertimbangkan program pelatihan APAR di RT 10 RW 05 Kel. Teratai untuk mencegah menyebabkan bau menyengat.,SUGGESTION
Marka jalan pudar samping pos ronda,RT 07 RW 02 Jl. Melati 3 di Kel. Teratai mengalami kerusakan sedang selama 6 hari. Lubang berdiameter 140 cm membahayakan pejalan kaki.,INFRASTRUCTURE
Keributan warga mabuk pasar,Kejadian balap liar terjadi hampir tiap hari pada sore di RT 07 RW 02 Kel. Anyelir. Kondisi mengganggu aktivitas warga.,SECURITY
Air PDAM sering mati balai warga,Pasokan air bermasalah seminggu sekali sejak 7 hari di Jl. Melati 7. Dampak: mengakibatkan area gelap. Mohon pengecekan meter/pompa.,UTILITIES
CCTV pos ronda mati taman,Kejadian keributan terjadi setiap hari pada sore di RT 07 RW 01 Kel. Anyelir. Kondisi menyebabkan bau menyengat.,SECURITY
Banjir genangan balai warga,"Setelah hujan 14 hari, pohon besar mengalami masalah. Terjadi genangan dan mengundang nyamuk.",ENVIRONMENT
Listrik padam saat hujan balai warga,Pasokan air bermasalah seminggu sekali sejak 6 hari di Jl. Melati 6. Dampak: mengundang nyamuk. Mohon pengecekan meter/pompa.,UTILITIES
Tempat sampah terpilah perempatan,Mohon dipertimbangkan program one gate system di RT 10 RW 01 Kel. Anyelir untuk mencegah menyebabkan banjir kecil.,SUGGESTION
Bau comberan jembatan kecil,"Setelah hujan 3 hari, tanah tebing mengalami masalah. Terjadi hambatan aliran dan membuat jalan licin.",ENVIRONMENT
Jembatan kecil rapuh jembatan kecil,RT 01 RW 01 Jl. Anggrek 2 di Kel. Flamboyan mengalami kerusakan sedang selama 3 hari. Lubang berdiameter 30 cm menyebabkan bau menyengat.,INFRASTRUCTURE
Abu pembakaran sampah mengganggu dekat sekolah,Tumpukan ranting hampir tiap hari tidak diangkut sejak 4 hari. Area RT 10 RW 04 menjadi kotor dan mengundang nyamuk.,CLEANLINESS
Listrik padam saat hujan balai warga,Pasokan air bermasalah hampir tiap hari sejak 10 hari di Jl. Anggrek 2. Dampak: membuat jalan licin. Mohon pengecekan meter/pompa.,UTILITIES
Keributan warga mabuk samping pos ronda,Kejadian balap liar terjadi hampir tiap hari pada pagi di RT 03 RW 03 Kel. Cempaka. Kondisi membuat jalan licin.,SECURITY
Program taman baca perempatan,Mohon dipertimbangkan program bank sampah di RT 05 RW 05 Kel. Anyelir untuk mencegah mengganggu aktivitas warga.,SUGGESTION
Poster liar dan vandalisme gang utama,Tumpukan daun kering setiap hari tidak diangkut sejak 2 hari. Area RT 08 RW 03 menjadi kotor dan mengganggu aktivitas warga.,CLEANLINESS
Bau menyengat dari tumpukan sampah pasar,Tumpukan ranting hampir tiap hari tidak diangkut sejak 5 hari. Area RT 05 RW 02 menjadi kotor dan membuat jalan licin.,CLEANLINESS
Paving bergelombang jembatan kecil,RT 01 RW 01 Jl. Melati 7 di Kel. Cempaka mengalami kerusakan ringan selama 3 hari. Lubang berdiameter 100 cm menyebabkan bau menyengat.,INFRASTRUCTURE
Permohonan surat pengantar lapangan komplek,Informasi umum: barang hilang/temuan. Lokasi RT 07 RW 03 Kel. Anyelir. Mohon tindak lanjut.,OTHER
Sampah menumpuk depan masjid,Tumpukan daun kering hampir tiap hari tidak diangkut sejak 4 hari. Area RT 07 RW 03 menjadi kotor dan membahayakan pejalan kaki.,CLEANLINESS
Penambahan CCTV dekat sekolah,Mohon dipertimbangkan program taman baca di RT 04 RW 05 Kel. Mawar untuk mencegah menyebabkan bau menyengat.,SUGGESTION
Jalan berlubang balai warga,RT 06 RW 03 Jl. Anggrek 1 di Kel. Cempaka mengalami kerusakan ringan selama 4 hari. Lubang berdiameter 170 cm rawan kecelakaan.,INFRASTRUCTURE
Limbah rumah tangga ke parit gang utama,"Setelah hujan 3 hari, kali mengalami masalah. Terjadi hambatan aliran dan rawan kecelakaan.",ENVIRONMENT
Program taman baca gang utama,Mohon dipertimbangkan program bank sampah di RT 01 RW 02 Kel. Anyelir untuk mencegah menyebabkan banjir kecil.,SUGGESTION
Bau menyengat dari tumpukan sampah depan masjid,Tumpukan sampah rumah tangga seminggu sekali tidak diangkut sejak 10 hari. Area RT 09 RW 04 menjadi kotor dan mengundang nyamuk.,CLEANLINESS
Permintaan pinjam kursi balai warga,Informasi umum: barang hilang/temuan. Lokasi RT 05 RW 05 Kel. Mawar. Mohon tindak lanjut.,OTHER
Kerja bakti rutin samping pos ronda,Mohon dipertimbangkan program one gate system di RT 03 RW 03 Kel. Teratai untuk mencegah mengakibatkan area gelap.,SUGGESTION
Kucing hilang dicari pemilik gang utama,Informasi umum: administrasi. Lokasi RT 04 RW 01 Kel. Flamboyan. Mohon tindak lanjut.,OTHER
Penutup got hilang dekat sekolah,RT 04 RW 05 Jl. Kenanga 4 di Kel. Flamboyan mengalami kerusakan parah selama 10 hari. Lubang berdiameter 140 cm membuat jalan licin.,INFRASTRUCTURE
Penerangan taman redup pasar,"PJU di Jl. Anggrek 2 padam sejak 6 hari, terutama pada sore. Menyebabkan area gelap dan menyebabkan bau menyengat. Mohon perbaikan.",LIGHTING
Kerja bakti rutin perempatan,Mohon dipertimbangkan program rak sepeda di RT 04 RW 01 Kel. Cempaka untuk mencegah rawan kecelakaan.,SUGGESTION
Banjir genangan dekat sekolah,"Setelah hujan 5 hari, saluran mengalami masalah. Terjadi hambatan aliran dan mengakibatkan area gelap.",ENVIRONMENT
CCTV pos ronda mati samping pos ronda,Kejadian pencurian terjadi tiap akhir pekan pada sore di RT 05 RW 04 Kel. Cempaka. Kondisi mengganggu aktivitas warga.,SECURITY
Kurang tempat sampah gang utama,Tumpukan ranting hampir tiap hari tidak diangkut sejak 5 hari. Area RT 03 RW 05 menjadi kotor dan menyebabkan banjir kecil.,CLEANLINESS
Air PDAM sering mati balai warga,Pasokan air bermasalah hampir tiap hari sejak 10 hari di Jl. Kenanga 5. Dampak: menyebabkan bau menyengat. Mohon pengecekan meter/pompa.,UTILITIES
Panel PJU terbuka depan masjid,"PJU di Jl. Anggrek 1 padam sejak 7 hari, terutama pada sore. Menyebabkan area gelap dan rawan kecelakaan. Mohon perbaikan.",LIGHTING
Sampah menumpuk taman,Tumpukan ranting setiap hari tidak diangkut sejak 6 hari. Area RT 07 RW 05 menjadi kotor dan membahayakan pejalan kaki.,CLEANLINESS
Kucing hilang dicari pemilik jembatan kecil,Informasi umum: pinjam fasilitas. Lokasi RT 01 RW 05 Kel. Teratai. Mohon tindak lanjut.,OTHER
Tempat sampah terpilah taman,Mohon dipertimbangkan program one gate system di RT 03 RW 05 Kel. Teratai untuk mencegah menghambat akses darurat.,SUGGESTION
Panel PJU terbuka pasar,"PJU di Jl. Melati 5 padam sejak 10 hari, terutama pada pagi. Menyebabkan area gelap dan mengakibatkan area gelap. Mohon perbaikan.",LIGHTING
Kabel listrik semrawut lapangan komplek,Pasokan listrik bermasalah setiap hari sejak 14 hari di Jl. Melati 7. Dampak: menyebabkan bau menyengat. Mohon pengecekan meter/pompa.,UTILITIES
Listrik padam saat hujan gang utama,Pasokan listrik bermasalah hampir tiap hari sejak 7 hari di Jl. Melati 7. Dampak: mengganggu aktivitas warga. Mohon pengecekan meter/pompa.,UTILITIES
Kucing hilang dicari pemilik jembatan kecil,Informasi umum: barang hilang/temuan. Lokasi RT 04 RW 05 Kel. Mawar. Mohon tindak lanjut.,OTHER
Pohon tumbang/miring samping pos ronda,"Setelah hujan 4 hari, pohon besar mengalami masalah. Terjadi longsor kecil dan menyebabkan bau menyengat.",ENVIRONMENT
Penerangan taman redup lapangan komplek,"PJU di Jl. Kenanga 5 padam sejak 5 hari, terutama pada siang. Menyebabkan area gelap dan membahayakan pejalan kaki. Mohon perbaikan.",LIGHTING
Balap liar depan masjid,Kejadian pencurian terjadi seminggu sekali pada sore di RT 07 RW 05 Kel. Anyelir. Kondisi rawan kecelakaan.,SECURITY
Kerja bakti rutin depan masjid,Mohon dipertimbangkan program kerja bakti bulanan di RT 10 RW 03 Kel. Flamboyan untuk mencegah menyebabkan bau menyengat.,SUGGESTION
Temuan dompet jembatan kecil,Informasi umum: barang hilang/temuan. Lokasi RT 02 RW 03 Kel. Cempaka. Mohon tindak lanjut.,OTHER
Penutup got hilang perempatan,RT 02 RW 03 Jl. Anggrek 4 di Kel. Anyelir mengalami kerusakan parah selama 5 hari. Lubang berdiameter 30 cm menyebabkan banjir kecil.,INFRASTRUCTURE
Tiang lampu miring dekat sekolah,"PJU di Jl. Anggrek 2 padam sejak 1 hari, terutama pada pagi. Menyebabkan area gelap dan membuat jalan licin. Mohon perbaikan.",LIGHTING
Air PDAM sering mati perempatan,Pasokan air bermasalah hampir tiap hari sejak 2 hari di Jl. Anggrek 5. Dampak: membahayakan pejalan kaki. Mohon pengecekan meter/pompa.,UTILITIES
Bau comberan perempatan,"Setelah hujan 14 hari, pohon besar mengalami masalah. Terjadi longsor kecil dan membahayakan pejalan kaki.",ENVIRONMENT
Orang asing mencurigakan dekat sekolah,Kejadian balap liar terjadi tiap akhir pekan pada siang di RT 10 RW 05 Kel. Teratai. Kondisi menghambat akses darurat.,SECURITY
Permintaan pinjam kursi samping pos ronda,Informasi umum: administrasi. Lokasi RT 06 RW 01 Kel. Flamboyan. Mohon tindak lanjut.,OTHER
Tekanan air sangat kecil taman,Pasokan air bermasalah hampir tiap hari sejak 14 hari di Jl. Anggrek 5. Dampak: mengundang nyamuk. Mohon pengecekan meter/pompa.,UTILITIES
Keributan warga mabuk samping pos ronda,Kejadian penjambretan terjadi seminggu sekali pada malam di RT 09 RW 03 Kel. Cempaka. Kondisi mengganggu aktivitas warga.,SECURITY
Kap lampu pecah depan masjid,"PJU di Jl. Anggrek 4 padam sejak 3 hari, terutama pada siang. Menyebabkan area gelap dan mengganggu aktivitas warga. Mohon perbaikan.",LIGHTING
Jalan berlubang perempatan,RT 08 RW 01 Jl. Anggrek 1 di Kel. Cempaka mengalami kerusakan sedang selama 1 hari. Lubang berdiameter 130 cm membahayakan pejalan kaki.,INFRASTRUCTURE
Kucing hilang dicari pemilik lapangan komplek,Informasi umum: hewan liar masuk rumah. Lokasi RT 06 RW 02 Kel. Mawar. Mohon tindak lanjut.,OTHER
CCTV pos ronda mati samping pos ronda,Kejadian penjambretan terjadi hampir tiap hari pada pagi di RT 07 RW 01 Kel. Cempaka. Kondisi mengakibatkan area gelap.,SECURITY
Permohonan surat pengantar perempatan,Informasi umum: barang hilang/temuan. Lokasi RT 02 RW 02 Kel. Cempaka. Mohon tindak lanjut.,OTHER
Bau comberan lapangan komplek,"Setelah hujan 7 hari, tanah tebing mengalami masalah. Terjadi genangan dan menghambat akses darurat.",ENVIRONMENT
Air PDAM sering mati taman,Pasokan air bermasalah tiap akhir pekan sejak 5 hari di Jl. Kenanga 4. Dampak: menghambat akses darurat. Mohon pengecekan meter/pompa.,UTILITIES
Pohon tumbang/miring samping pos ronda,"Setelah hujan 7 hari, kali mengalami masalah. Terjadi genangan dan membahayakan pejalan kaki.",ENVIRONMENT
Keluhan suara genset dekat sekolah,Informasi umum: barang hilang/temuan. Lokasi RT 10 RW 03 Kel. Mawar. Mohon tindak lanjut.,OTHER
Penutup got hilang lapangan komplek,RT 05 RW 01 Jl. Melati 6 di Kel. Anyelir mengalami kerusakan parah selama 4 hari. Lubang berdiameter 70 cm membuat jalan licin.,INFRASTRUCTURE
Air PDAM sering mati dekat sekolah,Pasokan air bermasalah hampir tiap hari sejak 10 hari di Jl. Anggrek 4. Dampak: membuat jalan licin. Mohon pengecekan meter/pompa.,UTILITIES
CCTV pos ronda mati samping pos ronda,Kejadian keributan terjadi seminggu sekali pada siang di RT 04 RW 03 Kel. Cempaka. Kondisi membahayakan pejalan kaki.,SECURITY
Kerja bakti rutin pasar,Mohon dipertimbangkan program rak sepeda di RT 04 RW 03 Kel. Teratai untuk mencegah membuat jalan licin.,SUGGESTION
Saran pemasangan speed bump gang utama,Mohon dipertimbangkan program kerja bakti bulanan di RT 03 RW 02 Kel. Teratai untuk mencegah mengganggu aktivitas warga.,SUGGESTION
Bau menyengat dari tumpukan sampah gang utama,Tumpukan daun kering tiap akhir pekan tidak diangkut sejak 6 hari. Area RT 05 RW 01 menjadi kotor dan menghambat akses darurat.,CLEANLINESS
Kabel listrik semrawut pasar,Pasokan air bermasalah setiap hari sejak 5 hari di Jl. Anggrek 4. Dampak: mengakibatkan area gelap. Mohon pengecekan meter/pompa.,UTILITIES
Orang asing mencurigakan jembatan kecil,Kejadian keributan terjadi tiap akhir pekan pada pagi di RT 08 RW 02 Kel. Mawar. Kondisi rawan kecelakaan.,SECURITY
Balap liar taman,Kejadian keributan terjadi tiap akhir pekan pada pagi di RT 05 RW 02 Kel. Flamboyan. Kondisi menyebabkan bau menyengat.,SECURITY
Poster liar dan vandalisme balai warga,Tumpukan plastik seminggu sekali tidak diangkut sejak 1 hari. Area RT 02 RW 04 menjadi kotor dan menghambat akses darurat.,CLEANLINESS
Pohon tumbang/miring samping pos ronda,"Setelah hujan 7 hari, pohon besar mengalami masalah. Terjadi longsor kecil dan menyebabkan banjir kecil.",ENVIRONMENT
Air PDAM sering mati perempatan,Pasokan listrik bermasalah hampir tiap hari sejak 7 hari di Jl. Anggrek 2. Dampak: membahayakan pejalan kaki. Mohon pengecekan meter/pompa.,UTILITIES
Tekanan air sangat kecil pasar,Pasokan air bermasalah seminggu sekali sejak 1 hari di Jl. Melati 5. Dampak: membuat jalan licin. Mohon pengecekan meter/pompa.,UTILITIES
Usulan bank sampah perempatan,Mohon dipertimbangkan program pelatihan APAR di RT 07 RW 03 Kel. Teratai untuk mencegah mengganggu aktivitas warga.,SUGGESTION
Bau comberan samping pos ronda,"Setelah hujan 6 hari, tanah tebing mengalami masalah. Terjadi hambatan aliran dan menghambat akses darurat.",ENVIRONMENT
Abu pembakaran sampah mengganggu samping pos ronda,Tumpukan ranting tiap akhir pekan tidak diangkut sejak 3 hari. Area RT 09 RW 04 menjadi kotor dan menyebabkan banjir kecil.,CLEANLINESS
Kerja bakti rutin taman,Mohon dipertimbangkan program bank sampah di RT 03 RW 04 Kel. Mawar untuk mencegah menyebabkan bau menyengat.,SUGGESTION
Program taman baca pasar,Mohon dipertimbangkan program bank sampah di RT 07 RW 04 Kel. Anyelir untuk mencegah membuat jalan licin.,SUGGESTION
Abu pembakaran sampah mengganggu balai warga,Tumpukan daun kering setiap hari tidak diangkut sejak 10 hari. Area RT 02 RW 02 menjadi kotor dan membahayakan pejalan kaki.,CLEANLINESS
Eceng gondok menutup kali samping pos ronda,"Setelah hujan 3 hari, pohon besar mengalami masalah. Terjadi hambatan aliran dan membahayakan pejalan kaki.",ENVIRONMENT
Kap lampu pecah samping pos ronda,"PJU di Jl. Melati 6 padam sejak 4 hari, terutama pada siang. Menyebabkan area gelap dan mengganggu aktivitas warga. Mohon perbaikan.",LIGHTING
Penutup got hilang pasar,RT 06 RW 05 Jl. Melati 3 di Kel. Mawar mengalami kerusakan ringan selama 3 hari. Lubang berdiameter 30 cm membahayakan pejalan kaki.,INFRASTRUCTURE
Penerangan taman redup gang utama,"PJU di Jl. Kenanga 4 padam sejak 6 hari, terutama pada sore. Menyebabkan area gelap dan menyebabkan banjir kecil. Mohon perbaikan.",LIGHTING
Saran pemasangan speed bump balai warga,Mohon dipertimbangkan program kerja bakti bulanan di RT 03 RW 02 Kel. Mawar untuk mencegah rawan kecelakaan.,SUGGESTION
Sampah menumpuk pasar,Tumpukan sampah rumah tangga seminggu sekali tidak diangkut sejak 5 hari. Area RT 08 RW 05 menjadi kotor dan mengundang nyamuk.,CLEANLINESS
Banjir genangan jembatan kecil,"Setelah hujan 2 hari, pohon besar mengalami masalah. Terjadi genangan dan menghambat akses darurat.",ENVIRONMENT
Permohonan surat pengantar perempatan,Informasi umum: administrasi. Lokasi RT 05 RW 05 Kel. Mawar. Mohon tindak lanjut.,OTHER
Lampu jalan mati taman,"PJU di Jl. Kenanga 5 padam sejak 14 hari, terutama pada sore. Menyebabkan area gelap dan menyebabkan bau menyengat. Mohon perbaikan.",LIGHTING
